2008-01-01	8.1400000e+00
2008-01-02	8.1250000e+00
2008-01-03	8.0600000e+00
2008-01-04	8.0270000e+00
2008-01-05	8.0560000e+00
2008-01-06	7.9480000e+00
2008-01-07	7.9950000e+00
2008-01-08	8.0320000e+00
2008-01-09	8.0140000e+00
2008-01-10	7.9000000e+00
2008-01-11	7.8890000e+00
2008-01-12	7.8210000e+00
2008-01-13	7.9000000e+00
2008-01-14	7.8940000e+00
2008-01-15	8.1050000e+00
2008-01-16	7.7850000e+00
2008-01-17	7.8650000e+00
2008-01-18	7.8370000e+00
2008-01-19	7.7170000e+00
2008-01-20	7.7680000e+00
2008-01-21	7.8660000e+00
2008-01-22	7.6430000e+00
2008-01-23	7.6700000e+00
2008-01-24	7.6120000e+00
2008-01-25	7.6790000e+00
2008-01-26	7.5370000e+00
2008-01-27	7.5600000e+00
2008-01-28	7.5220000e+00
2008-01-29	7.4610000e+00
2008-01-30	7.5130000e+00
2008-01-31	7.3940000e+00
2008-02-01	7.3870000e+00
2008-02-02	7.3090000e+00
2008-02-03	7.3120000e+00
2008-02-04	7.1890000e+00
2008-02-05	7.2470000e+00
2008-02-06	7.3110000e+00
2008-02-07	7.2390000e+00
2008-02-08	7.1840000e+00
2008-02-09	7.1190000e+00
2008-02-10	7.1220000e+00
2008-02-11	7.1310000e+00
2008-02-12	7.0690000e+00
2008-02-13	7.0930000e+00
2008-02-14	7.2080000e+00
2008-02-15	8.1970000e+00
2008-02-16	7.0970000e+00
2008-02-17	7.1310000e+00
2008-02-18	7.0330000e+00
2008-02-19	7.0210000e+00
2008-02-20	6.9140000e+00
2008-02-21	6.9420000e+00
2008-02-22	6.9370000e+00
2008-02-23	6.9220000e+00
2008-02-24	6.8720000e+00
2008-02-25	6.7380000e+00
2008-02-26	6.8620000e+00
2008-02-27	6.8070000e+00
2008-02-28	6.7560000e+00
2008-02-29	6.7160000e+00
2008-03-01	6.5400000e+00
2008-03-02	6.7640000e+00
2008-03-03	6.7470000e+00
2008-03-04	6.6510000e+00
2008-03-05	6.7140000e+00
2008-03-06	8.9510000e+00
2008-03-07	6.1840000e+00
2008-03-08	6.7560000e+00
2008-03-09	1.0700000e+01
2008-03-10	3.7840000e+01
2008-03-11	5.6960000e+00
2008-03-12	8.1720000e+00
2008-03-13	7.1880000e+00
2008-03-14	7.5030000e+00
2008-03-15	7.2800000e+00
2008-03-16	7.3520000e+00
2008-03-17	7.4750000e+00
2008-03-18	8.4810000e+00
2008-03-19	7.0790000e+00
2008-03-20	7.2080000e+00
2008-03-21	7.1580000e+00
2008-03-22	7.0370000e+00
2008-03-23	7.0800000e+00
2008-03-24	6.9550000e+00
2008-03-25	6.9890000e+00
2008-03-26	6.7630000e+00
2008-03-27	6.8790000e+00
2008-03-28	6.7870000e+00
