time,elapsed_seconds,message
00:11:10,1.57e-05,done REDSVD
00:11:10,2.95e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:10,1.01e-05,JS
00:11:10,0.0005826,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:11:10,0.0018967,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:10,4.06e-05,commencing SVD factorization of lambda-scaled JtQJ
00:11:10,1.52e-05,starting REDSVD
00:11:10,0.0003744,retrieving REDSVD components
00:11:10,4.72e-05,triming REDSVD components to 9elements
00:11:10,1.49e-05,done REDSVD
00:11:10,1.17e-05,SVD factorization complete
00:11:10,0.000521,commencing linear algebra multiplication to compute ugrade
00:11:10,2.79e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9Vt info: rows = 9: cols = 44: size = 396: nonzeros = 81
00:11:10,1.39e-05,U info: rows = 44: cols = 9: size = 396: nonzeros = 81
00:11:10,1.26e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 39000
00:11:10,0.0023839,linear algebra multiplication to compute ugrade complete
00:11:10,0.0003657,commencing check of parameter bounds and gradients
00:11:10,6.35e-05,commencing calculation of upgrade vector
00:11:11,0.0211457,forming JtQJ matrix
00:11:11,0.0015778,commencing to scale JtQJ matrix- first SVD...
00:11:11,4.58e-05,starting REDSVD
00:11:11,0.0003578,retrieving REDSVD components
00:11:11,3.34e-05,triming REDSVD components to 9elements
00:11:11,1.81e-05,done REDSVD
00:11:11,2.76e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,1.21e-05,JS
00:11:11,0.0008288,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:11:11,0.0026596,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,6.55e-05,commencing SVD factorization of lambda-scaled JtQJ
00:11:11,2.19e-05,starting REDSVD
00:11:11,0.0004177,retrieving REDSVD components
00:11:11,6.65e-05,triming REDSVD components to 9elements
00:11:11,1.91e-05,done REDSVD
00:11:11,1.17e-05,SVD factorization complete
00:11:11,0.0007375,commencing linear algebra multiplication to compute ugrade
00:11:11,3.13e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9Vt info: rows = 9: cols = 44: size = 396: nonzeros = 81
00:11:11,1.51e-05,U info: rows = 44: cols = 9: size = 396: nonzeros = 81
00:11:11,1.37e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 39000
00:11:11,0.0032756,linear algebra multiplication to compute ugrade complete
00:11:11,0.0006054,commencing check of parameter bounds
00:11:11,8.69e-05,limiting out of bounds pars
00:11:11,7.76e-05,change limit/bound enforement for lambda 10: upper change limit,OV_N, scaling factor: 5.31869e-05
00:11:11,0.0006529,checking for denormal floating point values
00:11:11,3.73e-05,transforming upgrade pars to model pars
00:11:11,2.41e-05,writing upgrade vector to csv file
00:11:11,0.0142354,beginning upgrade vector calculations, lambda = 100
00:11:11,0.0181892,commencing calculation of upgrade vector
00:11:11,0.148262,forming JtQJ matrix
00:11:11,0.1278,commencing to scale JtQJ matrix- first SVD...
00:11:11,6.08e-05,starting REDSVD
00:11:11,0.0007932,retrieving REDSVD components
00:11:11,0.012806,triming REDSVD components to 9elements
00:11:11,2.51e-05,done REDSVD
00:11:11,3.53e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,1.34e-05,JS
00:11:11,0.0108191,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:11:11,0.0168279,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,5.12e-05,commencing SVD factorization of lambda-scaled JtQJ
00:11:11,0.0001117,starting REDSVD
00:11:11,0.0013326,retrieving REDSVD components
00:11:11,0.0001381,triming REDSVD components to 9elements
00:11:11,2.43e-05,done REDSVD
00:11:11,1.35e-05,SVD factorization complete
00:11:11,0.0211624,commencing linear algebra multiplication to compute ugrade
00:11:11,3.8e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9Vt info: rows = 9: cols = 44: size = 396: nonzeros = 81
00:11:11,1.61e-05,U info: rows = 44: cols = 9: size = 396: nonzeros = 81
00:11:11,1.35e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 39000
00:11:11,0.025787,linear algebra multiplication to compute ugrade complete
00:11:11,0.0006479,commencing check of parameter bounds and gradients
00:11:11,0.0001466,commencing calculation of upgrade vector
00:11:11,0.109663,forming JtQJ matrix
00:11:11,0.0021579,commencing to scale JtQJ matrix- first SVD...
00:11:11,5.15e-05,starting REDSVD
00:11:11,0.0002864,retrieving REDSVD components
00:11:11,3.18e-05,triming REDSVD components to 9elements
00:11:11,1.52e-05,done REDSVD
00:11:11,2.63e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,9.3e-06,JS
00:11:11,0.002456,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:11:11,0.0015954,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,3.52e-05,commencing SVD factorization of lambda-scaled JtQJ
00:11:11,1.38e-05,starting REDSVD
00:11:11,0.0003272,retrieving REDSVD components
00:11:11,3.49e-05,triming REDSVD components to 9elements
00:11:11,1.35e-05,done REDSVD
00:11:11,1.05e-05,SVD factorization complete
00:11:11,0.0021051,commencing linear algebra multiplication to compute ugrade
00:11:11,3.02e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9Vt info: rows = 9: cols = 44: size = 396: nonzeros = 81
00:11:11,1.35e-05,U info: rows = 44: cols = 9: size = 396: nonzeros = 81
00:11:11,0.0001146,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 39000
00:11:11,0.0024869,linear algebra multiplication to compute ugrade complete
00:11:11,0.0005028,commencing check of parameter bounds
00:11:11,5.19e-05,limiting out of bounds pars
00:11:11,7.13e-05,change limit/bound enforement for lambda 100: upper change limit,OV_N, scaling factor: 5.37925e-05
00:11:11,0.0024422,checking for denormal floating point values
00:11:11,4.84e-05,transforming upgrade pars to model pars
00:11:11,2.62e-05,writing upgrade vector to csv file
00:11:11,0.020722,beginning upgrade vector calculations, lambda = 1000
00:11:11,0.0022854,commencing calculation of upgrade vector
00:11:11,0.0389616,forming JtQJ matrix
00:11:11,0.0012965,commencing to scale JtQJ matrix- first SVD...
00:11:11,3.57e-05,starting REDSVD
00:11:11,0.0003617,retrieving REDSVD components
00:11:11,5.5e-05,triming REDSVD components to 9elements
00:11:11,1.8e-05,done REDSVD
00:11:11,2.74e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,1.04e-05,JS
00:11:11,0.0004994,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:11:11,0.0018348,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,3.53e-05,commencing SVD factorization of lambda-scaled JtQJ
00:11:11,1.28e-05,starting REDSVD
00:11:11,0.0003069,retrieving REDSVD components
00:11:11,2.78e-05,triming REDSVD components to 9elements
00:11:11,4.03e-05,done REDSVD
00:11:11,1.06e-05,SVD factorization complete
00:11:11,0.0004239,commencing linear algebra multiplication to compute ugrade
00:11:11,1.44e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9Vt info: rows = 9: cols = 44: size = 396: nonzeros = 81
00:11:11,1.18e-05,U info: rows = 44: cols = 9: size = 396: nonzeros = 81
00:11:11,1.32e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 39000
00:11:11,0.0077249,linear algebra multiplication to compute ugrade complete
00:11:11,0.0027363,commencing check of parameter bounds and gradients
00:11:11,9.65e-05,commencing calculation of upgrade vector
00:11:11,0.0317702,forming JtQJ matrix
00:11:11,0.0013218,commencing to scale JtQJ matrix- first SVD...
00:11:11,3.53e-05,starting REDSVD
00:11:11,0.0002906,retrieving REDSVD components
00:11:11,3.65e-05,triming REDSVD components to 9elements
00:11:11,1.47e-05,done REDSVD
00:11:11,0.0155265,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,5.37e-05,JS
00:11:11,0.000552,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:11:11,0.0015872,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9
00:11:11,3.65e-05,commencing SVD factorization of lambda-scaled JtQJ
00:11:11,1.36e-05,starting REDSVD
00:11:11,0.0051992,retrieving REDSVD components
00:11:11,7.73e-05,triming REDSVD components to 9elements
00:11:11,2.14e-05,done REDSVD
00:11:11,1.12e-05,SVD factorization complete
00:11:11,0.0004839,commencing linear algebra multiplication to compute ugrade
00:11:11,2.51e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 9Vt info: rows = 9: cols = 44: size = 396: nonzeros = 81
00:11:11,1.28e-05,U info: rows = 44: cols = 9: size = 396: nonzeros = 81
00:11:11,1.25e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 39000
00:11:11,0.001732,linear algebra multiplication to compute ugrade complete
00:11:11,0.0141989,commencing check of parameter bounds
00:11:11,6.9e-05,limiting out of bounds pars
00:11:11,6.93e-05,change limit/bound enforement for lambda 1000: upper change limit,OV_N, scaling factor: 6.04011e-05
00:11:11,0.0975943,checking for denormal floating point values
00:11:11,6.18e-05,transforming upgrade pars to model pars
00:11:11,2.69e-05,writing upgrade vector to csv file
00:11:11,0.0915971,LinearAnalysis::glm_iter_fosm
00:11:11,0.0291421,starting FOSM uncertainty analyses for iteration 1
00:11:12,0.348914,loading obscov
00:11:12,0.035961,loading parcov
00:11:12,0.0005614,set_predictions
00:11:12,0.0015295,parameter fosm calcs
00:11:12,2.61e-05,LinearAnalysis::calc_posterior
00:11:12,1.14e-05,LinearAnalysis::align
00:11:12,0.0256417,LinearAnalysis::prior_prediction_variance()::invert obscov
00:11:12,6.25e-05,inverting diagonal matrix in place
00:11:12,0.0002905,LinearAnalysis::calc_posterior() form JtQJ
00:11:12,0.0024666,LinearAnalysis::calc_posterior() invert prior parcov
00:11:12,9.52e-05,LinearAnalysis::calc_posterior() form posterior parcov
00:11:12,2.82e-05,LinearAnalysis::calc_posterior() invert posterior parcov
00:11:12,1.05e-05,inverting non-diagonal matrix in place
00:30:06,1133.94,completed iteration 2
00:30:06,0.108546,beginning iteration 3
00:30:06,0.0001593,commencing to build jacobian parameter sets
00:30:06,0.0254315,jacobian parameter sets built, commencing model runs
03:21:52,10306.5,jacobian runs complete, processing runs
03:21:53,0.33936,processing jacobian runs complete
03:21:53,6.03e-05,saving jacobian and sen files
03:21:53,0.0970887,commencing calculation of upgrade vector
03:21:53,0.0487126,forming JtQJ matrix
03:21:53,0.0117202,commencing to scale JtQJ matrix- first SVD...
03:21:53,7.21e-05,starting REDSVD
03:21:53,0.0003933,retrieving REDSVD components
03:21:53,4.04e-05,triming REDSVD components to 11elements
03:21:53,2.87e-05,done REDSVD
03:21:53,9.65e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.33e-05,JS
03:21:53,0.0034984,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0124915,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,5.17e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.85e-05,starting REDSVD
03:21:53,0.0004748,retrieving REDSVD components
03:21:53,3.96e-05,triming REDSVD components to 11elements
03:21:53,2.69e-05,done REDSVD
03:21:53,1.3e-05,SVD factorization complete
03:21:53,0.0008664,commencing linear algebra multiplication to compute ugrade
03:21:53,2.33e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 11: cols = 44: size = 484: nonzeros = 484
03:21:53,1.61e-05,U info: rows = 44: cols = 11: size = 484: nonzeros = 484
03:21:53,1.55e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.0042511,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005838,commencing check of parameter bounds and gradients
03:21:53,0.0083239,beginning upgrade vector calculations, lambda = 0.1
03:21:53,0.0003136,commencing calculation of upgrade vector
03:21:53,0.0492876,forming JtQJ matrix
03:21:53,0.0114974,commencing to scale JtQJ matrix- first SVD...
03:21:53,5.76e-05,starting REDSVD
03:21:53,0.000404,retrieving REDSVD components
03:21:53,3.85e-05,triming REDSVD components to 11elements
03:21:53,2.86e-05,done REDSVD
03:21:53,9.99e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.3e-05,JS
03:21:53,0.0035312,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0123614,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,4.97e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.72e-05,starting REDSVD
03:21:53,0.0004557,retrieving REDSVD components
03:21:53,4.55e-05,triming REDSVD components to 11elements
03:21:53,3.29e-05,done REDSVD
03:21:53,1.58e-05,SVD factorization complete
03:21:53,0.000803,commencing linear algebra multiplication to compute ugrade
03:21:53,2.42e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 11: cols = 44: size = 484: nonzeros = 484
03:21:53,1.61e-05,U info: rows = 44: cols = 11: size = 484: nonzeros = 484
03:21:53,1.65e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.0044039,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005674,commencing check of parameter bounds and gradients
03:21:53,6.62e-05,commencing calculation of upgrade vector
03:21:53,0.0492755,forming JtQJ matrix
03:21:53,0.0119575,commencing to scale JtQJ matrix- first SVD...
03:21:53,0.0001682,starting REDSVD
03:21:53,0.0004125,retrieving REDSVD components
03:21:53,4.24e-05,triming REDSVD components to 11elements
03:21:53,3.3e-05,done REDSVD
03:21:53,0.0001096,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.88e-05,JS
03:21:53,0.0032373,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0117911,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,5.55e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.94e-05,starting REDSVD
03:21:53,0.0004918,retrieving REDSVD components
03:21:53,4.65e-05,triming REDSVD components to 11elements
03:21:53,2.74e-05,done REDSVD
03:21:53,1.32e-05,SVD factorization complete
03:21:53,0.0007591,commencing linear algebra multiplication to compute ugrade
03:21:53,2.01e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 11: cols = 44: size = 484: nonzeros = 484
03:21:53,1.6e-05,U info: rows = 44: cols = 11: size = 484: nonzeros = 484
03:21:53,1.66e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.0041488,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005392,commencing check of parameter bounds
03:21:53,5.11e-05,limiting out of bounds pars
03:21:53,7.72e-05,change limit/bound enforement for lambda 0.1: upper change limit,SS0_I:10_J:30_ZONE:1, scaling factor: 1.74543e-14
03:21:53,0.001262,checking for denormal floating point values
03:21:53,4.6e-05,transforming upgrade pars to model pars
03:21:53,2.74e-05,writing upgrade vector to csv file
03:21:53,0.0022815,beginning upgrade vector calculations, lambda = 1
03:21:53,0.0001904,commencing calculation of upgrade vector
03:21:53,0.0483456,forming JtQJ matrix
03:21:53,0.0110268,commencing to scale JtQJ matrix- first SVD...
03:21:53,5.27e-05,starting REDSVD
03:21:53,0.0003886,retrieving REDSVD components
03:21:53,3.66e-05,triming REDSVD components to 11elements
03:21:53,4.36e-05,done REDSVD
03:21:53,9.8e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.24e-05,JS
03:21:53,0.003234,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0113556,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,4.34e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.45e-05,starting REDSVD
03:21:53,0.0005291,retrieving REDSVD components
03:21:53,4.3e-05,triming REDSVD components to 14elements
03:21:53,3.17e-05,done REDSVD
03:21:53,1.4e-05,SVD factorization complete
03:21:53,0.0009496,commencing linear algebra multiplication to compute ugrade
03:21:53,1.87e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 14: cols = 44: size = 616: nonzeros = 616
03:21:53,1.46e-05,U info: rows = 44: cols = 14: size = 616: nonzeros = 616
03:21:53,1.56e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.0042123,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005986,commencing check of parameter bounds and gradients
03:21:53,5.34e-05,commencing calculation of upgrade vector
03:21:53,0.0478448,forming JtQJ matrix
03:21:53,0.0118476,commencing to scale JtQJ matrix- first SVD...
03:21:53,5.58e-05,starting REDSVD
03:21:53,0.0003965,retrieving REDSVD components
03:21:53,3.87e-05,triming REDSVD components to 11elements
03:21:53,3.1e-05,done REDSVD
03:21:53,0.0001036,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.45e-05,JS
03:21:53,0.0032778,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0115352,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,4.62e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.55e-05,starting REDSVD
03:21:53,0.0005103,retrieving REDSVD components
03:21:53,4.26e-05,triming REDSVD components to 14elements
03:21:53,2.99e-05,done REDSVD
03:21:53,1.28e-05,SVD factorization complete
03:21:53,0.0010989,commencing linear algebra multiplication to compute ugrade
03:21:53,2.62e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 14: cols = 44: size = 616: nonzeros = 616
03:21:53,1.7e-05,U info: rows = 44: cols = 14: size = 616: nonzeros = 616
03:21:53,1.66e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.0042172,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005511,commencing check of parameter bounds
03:21:53,5.22e-05,limiting out of bounds pars
03:21:53,8e-05,change limit/bound enforement for lambda 1: upper change limit,SS0_I:10_J:30_ZONE:1, scaling factor: 1.57182e-14
03:21:53,0.000681,checking for denormal floating point values
03:21:53,4.52e-05,transforming upgrade pars to model pars
03:21:53,2.74e-05,writing upgrade vector to csv file
03:21:53,0.0170074,beginning upgrade vector calculations, lambda = 10
03:21:53,0.0001762,commencing calculation of upgrade vector
03:21:53,0.0499702,forming JtQJ matrix
03:21:53,0.0123119,commencing to scale JtQJ matrix- first SVD...
03:21:53,6.07e-05,starting REDSVD
03:21:53,0.0004513,retrieving REDSVD components
03:21:53,4.45e-05,triming REDSVD components to 11elements
03:21:53,3.62e-05,done REDSVD
03:21:53,0.0001016,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.39e-05,JS
03:21:53,0.0032882,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0120366,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,4.84e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.61e-05,starting REDSVD
03:21:53,0.0005787,retrieving REDSVD components
03:21:53,4.43e-05,triming REDSVD components to 19elements
03:21:53,3.68e-05,done REDSVD
03:21:53,1.41e-05,SVD factorization complete
03:21:53,0.0012298,commencing linear algebra multiplication to compute ugrade
03:21:53,2.22e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 19: cols = 44: size = 836: nonzeros = 836
03:21:53,1.57e-05,U info: rows = 44: cols = 19: size = 836: nonzeros = 836
03:21:53,1.6e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.0041943,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005348,commencing check of parameter bounds and gradients
03:21:53,5.93e-05,commencing calculation of upgrade vector
03:21:53,0.0499705,forming JtQJ matrix
03:21:53,0.011921,commencing to scale JtQJ matrix- first SVD...
03:21:53,6.61e-05,starting REDSVD
03:21:53,0.0004804,retrieving REDSVD components
03:21:53,4.47e-05,triming REDSVD components to 11elements
03:21:53,3.31e-05,done REDSVD
03:21:53,0.0001224,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.62e-05,JS
03:21:53,0.0034516,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:53,0.0116576,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,4.54e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:53,1.7e-05,starting REDSVD
03:21:53,0.0005804,retrieving REDSVD components
03:21:53,4.11e-05,triming REDSVD components to 19elements
03:21:53,3.38e-05,done REDSVD
03:21:53,1.29e-05,SVD factorization complete
03:21:53,0.0012365,commencing linear algebra multiplication to compute ugrade
03:21:53,2.24e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 19: cols = 44: size = 836: nonzeros = 836
03:21:53,1.68e-05,U info: rows = 44: cols = 19: size = 836: nonzeros = 836
03:21:53,1.7e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:53,0.004185,linear algebra multiplication to compute ugrade complete
03:21:53,0.0005176,commencing check of parameter bounds
03:21:53,5.79e-05,limiting out of bounds pars
03:21:53,9.71e-05,change limit/bound enforement for lambda 10: upper change limit,SS0_I:10_J:50_ZONE:1, scaling factor: 4.34366e-14
03:21:53,0.0004889,checking for denormal floating point values
03:21:53,3.85e-05,transforming upgrade pars to model pars
03:21:53,2.56e-05,writing upgrade vector to csv file
03:21:53,0.0021469,beginning upgrade vector calculations, lambda = 100
03:21:53,0.0002135,commencing calculation of upgrade vector
03:21:53,0.0487568,forming JtQJ matrix
03:21:53,0.0116904,commencing to scale JtQJ matrix- first SVD...
03:21:53,5.44e-05,starting REDSVD
03:21:53,0.0004746,retrieving REDSVD components
03:21:53,4.48e-05,triming REDSVD components to 11elements
03:21:53,3.55e-05,done REDSVD
03:21:53,0.0001031,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:53,1.4e-05,JS
03:21:53,0.0038263,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:54,0.0117854,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,4.75e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:54,1.64e-05,starting REDSVD
03:21:54,0.0006357,retrieving REDSVD components
03:21:54,5.07e-05,triming REDSVD components to 19elements
03:21:54,4.49e-05,done REDSVD
03:21:54,1.68e-05,SVD factorization complete
03:21:54,0.0012959,commencing linear algebra multiplication to compute ugrade
03:21:54,2.63e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 19: cols = 44: size = 836: nonzeros = 836
03:21:54,1.62e-05,U info: rows = 44: cols = 19: size = 836: nonzeros = 836
03:21:54,1.6e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:54,0.0045412,linear algebra multiplication to compute ugrade complete
03:21:54,0.0005453,commencing check of parameter bounds and gradients
03:21:54,6.67e-05,commencing calculation of upgrade vector
03:21:54,0.0501707,forming JtQJ matrix
03:21:54,0.0116957,commencing to scale JtQJ matrix- first SVD...
03:21:54,5.62e-05,starting REDSVD
03:21:54,0.0003887,retrieving REDSVD components
03:21:54,3.9e-05,triming REDSVD components to 11elements
03:21:54,3.1e-05,done REDSVD
03:21:54,9.77e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,1.46e-05,JS
03:21:54,0.0033194,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:54,0.0115123,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,4.96e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:54,1.67e-05,starting REDSVD
03:21:54,0.0006075,retrieving REDSVD components
03:21:54,4.65e-05,triming REDSVD components to 19elements
03:21:54,3.6e-05,done REDSVD
03:21:54,1.33e-05,SVD factorization complete
03:21:54,0.0012248,commencing linear algebra multiplication to compute ugrade
03:21:54,2.04e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 19: cols = 44: size = 836: nonzeros = 836
03:21:54,1.67e-05,U info: rows = 44: cols = 19: size = 836: nonzeros = 836
03:21:54,1.65e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:54,0.0042055,linear algebra multiplication to compute ugrade complete
03:21:54,0.0005139,commencing check of parameter bounds
03:21:54,4.55e-05,limiting out of bounds pars
03:21:54,7.68e-05,change limit/bound enforement for lambda 100: upper change limit,SS0_I:70_J:50_ZONE:1, scaling factor: 1.60683e-11
03:21:54,0.0006409,checking for denormal floating point values
03:21:54,4.8e-05,transforming upgrade pars to model pars
03:21:54,2.67e-05,writing upgrade vector to csv file
03:21:54,0.0030691,beginning upgrade vector calculations, lambda = 1000
03:21:54,0.000313,commencing calculation of upgrade vector
03:21:54,0.0490099,forming JtQJ matrix
03:21:54,0.0113838,commencing to scale JtQJ matrix- first SVD...
03:21:54,5.58e-05,starting REDSVD
03:21:54,0.0003907,retrieving REDSVD components
03:21:54,4.22e-05,triming REDSVD components to 11elements
03:21:54,2.97e-05,done REDSVD
03:21:54,9.7e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,1.29e-05,JS
03:21:54,0.0032551,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:54,0.0114884,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,4.59e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:54,1.56e-05,starting REDSVD
03:21:54,0.0006355,retrieving REDSVD components
03:21:54,5.34e-05,triming REDSVD components to 19elements
03:21:54,3.99e-05,done REDSVD
03:21:54,1.4e-05,SVD factorization complete
03:21:54,0.0013334,commencing linear algebra multiplication to compute ugrade
03:21:54,2.14e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 19: cols = 44: size = 836: nonzeros = 836
03:21:54,1.57e-05,U info: rows = 44: cols = 19: size = 836: nonzeros = 836
03:21:54,2.06e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:54,0.0043463,linear algebra multiplication to compute ugrade complete
03:21:54,0.0005356,commencing check of parameter bounds and gradients
03:21:54,5.83e-05,commencing calculation of upgrade vector
03:21:54,0.0475908,forming JtQJ matrix
03:21:54,0.0112663,commencing to scale JtQJ matrix- first SVD...
03:21:54,5.2e-05,starting REDSVD
03:21:54,0.0004058,retrieving REDSVD components
03:21:54,5.16e-05,triming REDSVD components to 11elements
03:21:54,3.26e-05,done REDSVD
03:21:54,9.85e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,1.41e-05,JS
03:21:54,0.0033177,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
03:21:54,0.0117242,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44
03:21:54,4.64e-05,commencing SVD factorization of lambda-scaled JtQJ
03:21:54,1.59e-05,starting REDSVD
03:21:54,0.0006315,retrieving REDSVD components
03:21:54,5.33e-05,triming REDSVD components to 19elements
03:21:54,3.71e-05,done REDSVD
03:21:54,1.33e-05,SVD factorization complete
03:21:54,0.0011951,commencing linear algebra multiplication to compute ugrade
03:21:54,2.21e-05,S info: rows = 44: cols = 44: size = 1936: nonzeros = 44Vt info: rows = 19: cols = 44: size = 836: nonzeros = 836
03:21:54,1.66e-05,U info: rows = 44: cols = 19: size = 836: nonzeros = 836
03:21:54,1.63e-05,jac info: rows = 5114: cols = 44: size = 225016: nonzeros = 138088
03:21:54,0.0042438,linear algebra multiplication to compute ugrade complete
03:21:54,0.0005838,commencing check of parameter bounds
03:21:54,5.99e-05,limiting out of bounds pars
