pp_0000 4200.0 37400.0 1 3.544528345524614429851596e-06
pp_0001 12200.0 37400.0 1 3.544528345524759696002050e-06
pp_0002 20200.0 37400.0 1 3.544528345524911738416082e-06
pp_0003 12200.0 29400.0 1 3.544528345524643652488276e-06
pp_0004 20200.0 29400.0 1 3.544528345524991359513124e-06
pp_0005 12200.0 21400.0 1 3.544528345524846516879144e-06
pp_0006 20200.0 21400.0 1 3.544528345525005759073228e-06
pp_0007 20200.0 13400.0 1 3.544528345524918938196134e-06
pp_0008 20200.0 5400.0 1 3.544528345524781295342205e-06
