pp_0000               2.2000000000E+03      3.9400000000E+04      1           1.0000000000E+00     
pp_0001               6.2000000000E+03      3.9400000000E+04      1           1.0000000000E+00     
pp_0002               1.0200000000E+04      3.9400000000E+04      1           1.0000000000E+00     
pp_0003               1.4200000000E+04      3.9400000000E+04      1           1.0000000000E+00     
pp_0004               1.8200000000E+04      3.9400000000E+04      1           1.0000000000E+00     
pp_0005               2.2200000000E+04      3.9400000000E+04      1           1.0000000000E+00     
pp_0006               2.6200000000E+04      3.9400000000E+04      1           1.0000000000E+00     
pp_0007               2.2000000000E+03      3.5400000000E+04      1           1.0000000000E+00     
pp_0008               6.2000000000E+03      3.5400000000E+04      1           1.0000000000E+00     
pp_0009               1.0200000000E+04      3.5400000000E+04      1           1.0000000000E+00     
pp_0010               1.4200000000E+04      3.5400000000E+04      1           1.0000000000E+00     
pp_0011               1.8200000000E+04      3.5400000000E+04      1           1.0000000000E+00     
pp_0012               2.2200000000E+04      3.5400000000E+04      1           1.0000000000E+00     
pp_0013               2.6200000000E+04      3.5400000000E+04      1           1.0000000000E+00     
pp_0014               2.2000000000E+03      3.1400000000E+04      1           1.0000000000E+00     
pp_0015               6.2000000000E+03      3.1400000000E+04      1           1.0000000000E+00     
pp_0016               1.0200000000E+04      3.1400000000E+04      1           1.0000000000E+00     
pp_0017               1.4200000000E+04      3.1400000000E+04      1           1.0000000000E+00     
pp_0018               1.8200000000E+04      3.1400000000E+04      1           1.0000000000E+00     
pp_0019               2.2200000000E+04      3.1400000000E+04      1           1.0000000000E+00     
pp_0020               2.6200000000E+04      3.1400000000E+04      1           1.0000000000E+00     
pp_0021               2.2000000000E+03      2.7400000000E+04      1           1.0000000000E+00     
pp_0022               6.2000000000E+03      2.7400000000E+04      1           1.0000000000E+00     
pp_0023               1.0200000000E+04      2.7400000000E+04      1           1.0000000000E+00     
pp_0024               1.4200000000E+04      2.7400000000E+04      1           1.0000000000E+00     
pp_0025               1.8200000000E+04      2.7400000000E+04      1           1.0000000000E+00     
pp_0026               2.2200000000E+04      2.7400000000E+04      1           1.0000000000E+00     
pp_0027               2.6200000000E+04      2.7400000000E+04      1           1.0000000000E+00     
pp_0028               2.2000000000E+03      2.3400000000E+04      1           1.0000000000E+00     
pp_0029               6.2000000000E+03      2.3400000000E+04      1           1.0000000000E+00     
pp_0030               1.0200000000E+04      2.3400000000E+04      1           1.0000000000E+00     
pp_0031               1.4200000000E+04      2.3400000000E+04      1           1.0000000000E+00     
pp_0032               1.8200000000E+04      2.3400000000E+04      1           1.0000000000E+00     
pp_0033               2.2200000000E+04      2.3400000000E+04      1           1.0000000000E+00     
pp_0034               2.6200000000E+04      2.3400000000E+04      1           1.0000000000E+00     
pp_0035               2.2000000000E+03      1.9400000000E+04      1           1.0000000000E+00     
pp_0036               6.2000000000E+03      1.9400000000E+04      1           1.0000000000E+00     
pp_0037               1.0200000000E+04      1.9400000000E+04      1           1.0000000000E+00     
pp_0038               1.4200000000E+04      1.9400000000E+04      1           1.0000000000E+00     
pp_0039               1.8200000000E+04      1.9400000000E+04      1           1.0000000000E+00     
pp_0040               2.2200000000E+04      1.9400000000E+04      1           1.0000000000E+00     
pp_0041               2.6200000000E+04      1.9400000000E+04      1           1.0000000000E+00     
pp_0042               2.2000000000E+03      1.5400000000E+04      1           1.0000000000E+00     
pp_0043               6.2000000000E+03      1.5400000000E+04      1           1.0000000000E+00     
pp_0044               1.0200000000E+04      1.5400000000E+04      1           1.0000000000E+00     
pp_0045               1.4200000000E+04      1.5400000000E+04      1           1.0000000000E+00     
pp_0046               1.8200000000E+04      1.5400000000E+04      1           1.0000000000E+00     
pp_0047               2.2200000000E+04      1.5400000000E+04      1           1.0000000000E+00     
pp_0048               2.6200000000E+04      1.5400000000E+04      1           1.0000000000E+00     
pp_0049               2.2000000000E+03      1.1400000000E+04      1           1.0000000000E+00     
pp_0050               6.2000000000E+03      1.1400000000E+04      1           1.0000000000E+00     
pp_0051               1.0200000000E+04      1.1400000000E+04      1           1.0000000000E+00     
pp_0052               1.4200000000E+04      1.1400000000E+04      1           1.0000000000E+00     
pp_0053               1.8200000000E+04      1.1400000000E+04      1           1.0000000000E+00     
pp_0054               2.2200000000E+04      1.1400000000E+04      1           1.0000000000E+00     
pp_0055               2.6200000000E+04      1.1400000000E+04      1           1.0000000000E+00     
pp_0056               2.2000000000E+03      7.4000000000E+03      1           1.0000000000E+00     
pp_0057               6.2000000000E+03      7.4000000000E+03      1           1.0000000000E+00     
pp_0058               1.0200000000E+04      7.4000000000E+03      1           1.0000000000E+00     
pp_0059               1.4200000000E+04      7.4000000000E+03      1           1.0000000000E+00     
pp_0060               1.8200000000E+04      7.4000000000E+03      1           1.0000000000E+00     
pp_0061               2.2200000000E+04      7.4000000000E+03      1           1.0000000000E+00     
pp_0062               2.6200000000E+04      7.4000000000E+03      1           1.0000000000E+00     
pp_0063               2.2000000000E+03      3.4000000000E+03      1           1.0000000000E+00     
pp_0064               6.2000000000E+03      3.4000000000E+03      1           1.0000000000E+00     
pp_0065               1.0200000000E+04      3.4000000000E+03      1           1.0000000000E+00     
pp_0066               1.4200000000E+04      3.4000000000E+03      1           1.0000000000E+00     
pp_0067               1.8200000000E+04      3.4000000000E+03      1           1.0000000000E+00     
pp_0068               2.2200000000E+04      3.4000000000E+03      1           1.0000000000E+00     
pp_0069               2.6200000000E+04      3.4000000000E+03      1           1.0000000000E+00     
